0	1	510.0
1	0	510.0
0	38	1000.0
38	0	1000.0
0	10	1500.0
10	0	1500.0
0	30	1500.0
30	0	1500.0
0	5	1000.0
5	0	1000.0
0	34	1000.0
34	0	1000.0
0	13	1000.0
13	0	1000.0
0	26	1000.0
26	0	1000.0
1	2	770.0
2	1	770.0
1	6	1000.0
6	1	1000.0
1	35	1000.0
35	1	1000.0
1	14	1000.0
14	1	1000.0
1	27	1000.0
27	1	1000.0
38	37	800.0
37	38	800.0
38	4	1000.0
4	38	1000.0
38	33	1000.0
33	38	1000.0
38	12	1000.0
12	38	1000.0
38	25	1000.0
25	38	1000.0
10	9	650.0
9	10	650.0
10	11	850.0
11	10	850.0
10	20	1500.0
20	10	1500.0
10	15	1000.0
15	10	1000.0
10	5	1000.0
5	10	1000.0
10	23	1000.0
23	10	1000.0
10	36	1000.0
36	10	1000.0
30	20	1500.0
20	30	1500.0
30	29	620.0
29	30	620.0
30	31	700.0
31	30	700.0
30	35	1000.0
35	30	1000.0
30	25	1000.0
25	30	1000.0
30	4	1000.0
4	30	1000.0
30	17	1000.0
17	30	1000.0
2	3	640.0
3	2	640.0
2	7	1000.0
7	2	1000.0
2	36	1000.0
36	2	1000.0
2	15	1000.0
15	2	1000.0
2	28	1000.0
28	2	1000.0
3	4	1100.0
4	3	1100.0
3	8	1000.0
8	3	1000.0
3	37	1000.0
37	3	1000.0
3	16	1000.0
16	3	1000.0
3	29	1000.0
29	3	1000.0
4	5	1000.0
5	4	1000.0
4	9	1000.0
9	4	1000.0
4	17	1000.0
17	4	1000.0
5	6	1100.0
6	5	1100.0
5	18	1000.0
18	5	1000.0
5	31	1000.0
31	5	1000.0
6	7	1200.0
7	6	1200.0
6	11	1000.0
11	6	1000.0
6	19	1000.0
19	6	1000.0
6	32	1000.0
32	6	1000.0
7	8	1100.0
8	7	1100.0
7	12	1000.0
12	7	1000.0
7	20	1000.0
20	7	1000.0
7	33	1000.0
33	7	1000.0
8	9	900.0
9	8	900.0
8	13	1000.0
13	8	1000.0
8	21	1000.0
21	8	1000.0
8	34	1000.0
34	8	1000.0
9	14	1000.0
14	9	1000.0
9	22	1000.0
22	9	1000.0
9	35	1000.0
35	9	1000.0
11	12	700.0
12	11	700.0
11	16	1000.0
16	11	1000.0
11	24	1000.0
24	11	1000.0
11	37	1000.0
37	11	1000.0
20	19	800.0
19	20	800.0
20	21	300.0
21	20	300.0
20	25	1000.0
25	20	1000.0
20	15	1000.0
15	20	1000.0
20	33	1000.0
33	20	1000.0
12	13	800.0
13	12	800.0
12	17	1000.0
17	12	1000.0
12	25	1000.0
25	12	1000.0
13	14	1600.0
14	13	1600.0
13	18	1000.0
18	13	1000.0
13	26	1000.0
26	13	1000.0
14	15	1400.0
15	14	1400.0
14	19	1000.0
19	14	1000.0
14	27	1000.0
27	14	1000.0
15	16	1200.0
16	15	1200.0
15	28	1000.0
28	15	1000.0
16	17	900.0
17	16	900.0
16	21	1000.0
21	16	1000.0
16	29	1000.0
29	16	1000.0
17	18	600.0
18	17	600.0
17	22	1000.0
22	17	1000.0
18	19	700.0
19	18	700.0
18	23	1000.0
23	18	1000.0
18	31	1000.0
31	18	1000.0
19	24	1000.0
24	19	1000.0
19	32	1000.0
32	19	1000.0
21	22	250.0
22	21	250.0
21	26	1000.0
26	21	1000.0
21	34	1000.0
34	21	1000.0
22	23	200.0
23	22	200.0
22	27	1000.0
27	22	1000.0
22	35	1000.0
35	22	1000.0
23	24	400.0
24	23	400.0
23	28	1000.0
28	23	1000.0
23	36	1000.0
36	23	1000.0
24	25	220.0
25	24	220.0
24	29	1000.0
29	24	1000.0
24	37	1000.0
37	24	1000.0
25	26	350.0
26	25	350.0
26	27	300.0
27	26	300.0
26	31	1000.0
31	26	1000.0
27	28	280.0
28	27	280.0
27	32	1000.0
32	27	1000.0
28	29	500.0
29	28	500.0
28	33	1000.0
33	28	1000.0
29	34	1000.0
34	29	1000.0
31	32	450.0
32	31	450.0
31	36	1000.0
36	31	1000.0
32	33	1200.0
33	32	1200.0
32	37	1000.0
37	32	1000.0
33	34	900.0
34	33	900.0
34	35	1300.0
35	34	1300.0
35	36	1100.0
36	35	1100.0
36	37	1400.0
37	36	1400.0
